Customer_id,Timestamp,Price
C019,2025-01-06 03:00:00,27.2
C028,2025-01-06 03:30:00,228.05
C026,2025-01-06 04:00:00,465.07
C037,2025-01-06 04:30:00,86.78
C026,2025-01-06 05:00:00,197.99
C023,2025-01-06 05:30:00,366.28
C009,2025-01-06 06:00:00,441.72
C012,2025-01-06 06:30:00,337.12
C001,2025-01-06 07:00:00,132.8
C001,2025-01-06 07:30:00,338.93
C047,2025-01-06 08:00:00,151.88
C034,2025-01-06 08:30:00,360.62
C032,2025-01-06 09:00:00,477.25
C048,2025-01-06 09:30:00,362.09
C025,2025-01-06 10:00:00,432.13
C040,2025-01-06 10:30:00,6.04
C045,2025-01-06 11:00:00,360.2
C001,2025-01-06 11:30:00,415.65
C016,2025-01-06 12:00:00,25.08
C039,2025-01-06 12:30:00,436.44
C005,2025-01-06 13:00:00,132.06
C022,2025-01-06 13:30:00,334.32
C029,2025-01-06 14:00:00,401.18
C003,2025-01-06 14:30:00,333.02
C012,2025-01-06 15:00:00,50.68
C026,2025-01-06 15:30:00,300.18
C016,2025-01-06 16:00:00,277.04
C037,2025-01-06 16:30:00,450.66
C022,2025-01-06 17:00:00,205.1
C029,2025-01-06 17:30:00,163.94
C014,2025-01-06 18:00:00,376.18
C028,2025-01-06 18:30:00,209.27
C005,2025-01-06 19:00:00,324.82
C047,2025-01-06 19:30:00,324.99
C049,2025-01-06 20:00:00,444.58
C030,2025-01-06 20:30:00,301.35
C046,2025-01-06 21:00:00,253.57
C005,2025-01-06 21:30:00,73.74
C012,2025-01-06 22:00:00,62.29
C016,2025-01-06 22:30:00,81.39
C026,2025-01-06 23:00:00,90.06
C026,2025-01-06 23:30:00,320.75
C048,2025-01-07 00:00:00,371.79
C021,2025-01-07 00:30:00,267.35
C039,2025-01-07 01:00:00,415.36
C036,2025-01-07 01:30:00,495.68
C033,2025-01-07 02:00:00,410.91
C030,2025-01-07 02:30:00,348.97
C037,2025-01-07 03:00:00,268.58
C023,2025-01-07 03:30:00,227.18
C010,2025-01-07 04:00:00,46.77
C005,2025-01-07 04:30:00,202.69
C036,2025-01-07 05:00:00,455.52
C034,2025-01-07 05:30:00,404.97
C031,2025-01-07 06:00:00,111.95
C010,2025-01-07 06:30:00,235.97
C019,2025-01-07 07:00:00,409.28
C032,2025-01-07 07:30:00,38.36
C001,2025-01-07 08:00:00,196.76
C005,2025-01-07 08:30:00,426.66
C045,2025-01-07 09:00:00,204.93
C004,2025-01-07 09:30:00,43.42
C016,2025-01-07 10:00:00,273.55
C024,2025-01-07 10:30:00,431.56
C016,2025-01-07 11:00:00,297.19
C002,2025-01-07 11:30:00,117.01
C049,2025-01-07 12:00:00,195.2
C028,2025-01-07 12:30:00,227.81
C032,2025-01-07 13:00:00,291.74
C027,2025-01-07 13:30:00,380.88
C020,2025-01-07 14:00:00,53.94
C024,2025-01-07 14:30:00,445.38
C012,2025-01-07 15:00:00,11.09
C050,2025-01-07 15:30:00,188.18
C035,2025-01-07 16:00:00,18.57
C033,2025-01-07 16:30:00,199.52
C033,2025-01-07 17:00:00,265.28
C043,2025-01-07 17:30:00,258.28
C037,2025-01-07 18:00:00,86.99
C012,2025-01-07 18:30:00,324.64
C003,2025-01-07 19:00:00,27.17
C001,2025-01-07 19:30:00,382.14
C033,2025-01-07 20:00:00,473.59
C040,2025-01-07 20:30:00,173.19
C010,2025-01-07 21:00:00,261.03
C043,2025-01-07 21:30:00,192.56
C044,2025-01-07 22:00:00,8.32
C029,2025-01-07 22:30:00,196.01
C013,2025-01-07 23:00:00,396.9
C012,2025-01-07 23:30:00,300.01
C031,2025-01-08 00:00:00,55.12
C046,2025-01-08 00:30:00,424.33
C002,2025-01-08 01:00:00,267.89
C050,2025-01-08 01:30:00,421.65
C035,2025-01-08 02:00:00,292.21
C023,2025-01-08 02:30:00,282.05
C017,2025-01-08 03:00:00,57.1
C026,2025-01-08 03:30:00,87.84
C008,2025-01-08 04:00:00,486.15
C029,2025-01-08 04:30:00,118.1
C026,2025-01-08 05:00:00,488.84
C010,2025-01-08 05:30:00,268.3
C026,2025-01-08 06:00:00,72.22
C034,2025-01-08 06:30:00,54.15
C041,2025-01-08 07:00:00,108.39
C007,2025-01-08 07:30:00,463.19
C004,2025-01-08 08:00:00,210.0
C050,2025-01-08 08:30:00,200.74
C045,2025-01-08 09:00:00,160.04
C011,2025-01-08 09:30:00,77.8
C029,2025-01-08 10:00:00,246.49
C036,2025-01-08 10:30:00,69.37
C025,2025-01-08 11:00:00,418.56
C021,2025-01-08 11:30:00,188.35
C036,2025-01-08 12:00:00,190.53
C010,2025-01-08 12:30:00,239.63
C037,2025-01-08 13:00:00,224.84
C009,2025-01-08 13:30:00,497.45
C024,2025-01-08 14:00:00,274.96
C035,2025-01-08 14:30:00,48.66
C049,2025-01-08 15:00:00,305.4
C035,2025-01-08 15:30:00,80.03
C048,2025-01-08 16:00:00,20.31
C036,2025-01-08 16:30:00,485.52
C018,2025-01-08 17:00:00,387.9
C049,2025-01-08 17:30:00,490.15
C039,2025-01-08 18:00:00,241.55
C032,2025-01-08 18:30:00,268.47
C024,2025-01-08 19:00:00,88.33
C023,2025-01-08 19:30:00,127.22
C032,2025-01-08 20:00:00,420.08
C037,2025-01-08 20:30:00,181.31
C012,2025-01-08 21:00:00,414.27
C049,2025-01-08 21:30:00,355.96
C013,2025-01-08 22:00:00,92.7
C023,2025-01-08 22:30:00,256.19
C025,2025-01-08 23:00:00,340.31
C035,2025-01-08 23:30:00,121.34
C041,2025-01-09 00:00:00,416.19
C030,2025-01-09 00:30:00,274.69
C017,2025-01-09 01:00:00,86.79
C049,2025-01-09 01:30:00,293.58
C020,2025-01-09 02:00:00,499.86
C048,2025-01-09 02:30:00,79.51
C025,2025-01-09 03:00:00,409.29
C022,2025-01-09 03:30:00,107.62
C013,2025-01-09 04:00:00,392.28
C019,2025-01-09 04:30:00,368.62
C049,2025-01-09 05:00:00,153.74
C036,2025-01-09 05:30:00,166.28
C012,2025-01-09 06:00:00,397.3
C041,2025-01-09 06:30:00,233.42
C019,2025-01-09 07:00:00,366.75
C012,2025-01-09 07:30:00,78.25
C009,2025-01-09 08:00:00,427.02
C007,2025-01-09 08:30:00,356.89
C028,2025-01-09 09:00:00,453.94
C014,2025-01-09 09:30:00,70.52
C031,2025-01-09 10:00:00,298.54
C019,2025-01-09 10:30:00,301.56
C047,2025-01-09 11:00:00,179.96
C016,2025-01-09 11:30:00,231.94
C005,2025-01-09 12:00:00,23.8
C035,2025-01-09 12:30:00,374.2
C012,2025-01-09 13:00:00,276.91
C025,2025-01-09 13:30:00,33.58
C021,2025-01-09 14:00:00,341.97
C036,2025-01-09 14:30:00,236.06
C023,2025-01-09 15:00:00,22.06
C016,2025-01-09 15:30:00,484.96
C039,2025-01-09 16:00:00,474.81
C045,2025-01-09 16:30:00,258.89
C042,2025-01-09 17:00:00,51.37
C039,2025-01-09 17:30:00,378.54
C014,2025-01-09 18:00:00,248.51
C031,2025-01-09 18:30:00,154.71
C005,2025-01-09 19:00:00,248.25
C035,2025-01-09 19:30:00,263.61
C023,2025-01-09 20:00:00,283.54
C029,2025-01-09 20:30:00,223.41
C043,2025-01-09 21:00:00,304.85
C011,2025-01-09 21:30:00,459.77
C018,2025-01-09 22:00:00,184.32
C047,2025-01-09 22:30:00,364.23
C012,2025-01-09 23:00:00,447.75
C009,2025-01-09 23:30:00,230.71
C010,2025-01-10 00:00:00,224.51
C044,2025-01-10 00:30:00,303.05
C017,2025-01-10 01:00:00,297.75
C038,2025-01-10 01:30:00,404.26
C007,2025-01-10 02:00:00,240.86
C046,2025-01-10 02:30:00,498.08
C013,2025-01-10 03:00:00,34.44
C040,2025-01-10 03:30:00,6.57
C042,2025-01-10 04:00:00,321.9
C009,2025-01-10 04:30:00,152.73
C050,2025-01-10 05:00:00,123.99
C027,2025-01-10 05:30:00,159.39
C002,2025-01-10 06:00:00,131.74
C005,2025-01-10 06:30:00,20.24
C029,2025-01-10 07:00:00,485.91
C037,2025-01-10 07:30:00,114.27
C038,2025-01-10 08:00:00,368.34
C019,2025-01-10 08:30:00,382.49
C008,2025-01-10 09:00:00,464.98
C048,2025-01-10 09:30:00,20.12
C045,2025-01-10 10:00:00,436.66
C001,2025-01-10 10:30:00,265.98
C022,2025-01-10 11:00:00,318.11
C017,2025-01-10 11:30:00,324.01
C007,2025-01-10 12:00:00,410.8
C025,2025-01-10 12:30:00,170.04
C045,2025-01-10 13:00:00,367.86
C004,2025-01-10 13:30:00,266.65
C036,2025-01-10 14:00:00,397.73
C006,2025-01-10 14:30:00,495.32
C031,2025-01-10 15:00:00,104.32
C019,2025-01-10 15:30:00,497.35
C044,2025-01-10 16:00:00,49.46
C039,2025-01-10 16:30:00,6.15
C027,2025-01-10 17:00:00,26.86
C010,2025-01-10 17:30:00,174.18
C026,2025-01-10 18:00:00,318.29
C019,2025-01-10 18:30:00,39.17
C039,2025-01-10 19:00:00,7.8
C003,2025-01-10 19:30:00,468.86
C045,2025-01-10 20:00:00,411.85
C013,2025-01-10 20:30:00,405.55
C050,2025-01-10 21:00:00,442.79
C028,2025-01-10 21:30:00,351.52
C020,2025-01-10 22:00:00,56.68
C028,2025-01-10 22:30:00,202.55
C008,2025-01-10 23:00:00,362.96
C041,2025-01-10 23:30:00,143.77
C039,2025-01-11 00:00:00,345.27
C001,2025-01-11 00:30:00,17.13
C003,2025-01-11 01:00:00,156.54
C013,2025-01-11 01:30:00,276.82
C028,2025-01-11 02:00:00,317.88
C049,2025-01-11 02:30:00,290.64
C025,2025-01-11 03:00:00,350.39
C033,2025-01-11 03:30:00,8.01
C038,2025-01-11 04:00:00,54.97
C006,2025-01-11 04:30:00,435.13
C044,2025-01-11 05:00:00,342.47
C045,2025-01-11 05:30:00,60.9
C032,2025-01-11 06:00:00,421.83
C045,2025-01-11 06:30:00,124.9
C047,2025-01-11 07:00:00,241.74
C021,2025-01-11 07:30:00,76.87
C016,2025-01-11 08:00:00,356.5
C021,2025-01-11 08:30:00,335.09
C011,2025-01-11 09:00:00,109.5
C037,2025-01-11 09:30:00,432.38
C036,2025-01-11 10:00:00,203.65
C035,2025-01-11 10:30:00,149.79
C019,2025-01-11 11:00:00,80.4
C020,2025-01-11 11:30:00,136.75
C018,2025-01-11 12:00:00,15.9
C047,2025-01-11 12:30:00,293.71
C041,2025-01-11 13:00:00,421.9
C049,2025-01-11 13:30:00,276.75
C014,2025-01-11 14:00:00,113.54
C015,2025-01-11 14:30:00,21.67
C031,2025-01-11 15:00:00,111.24
C001,2025-01-11 15:30:00,210.98
C003,2025-01-11 16:00:00,381.01
C016,2025-01-11 16:30:00,97.98
C023,2025-01-11 17:00:00,361.3
C011,2025-01-11 17:30:00,434.13
C012,2025-01-11 18:00:00,229.7
C010,2025-01-11 18:30:00,411.61
C032,2025-01-11 19:00:00,279.56
C016,2025-01-11 19:30:00,320.36
C008,2025-01-11 20:00:00,265.51
C038,2025-01-11 20:30:00,234.27
C012,2025-01-11 21:00:00,121.15
C024,2025-01-11 21:30:00,155.08
C028,2025-01-11 22:00:00,148.54
C008,2025-01-11 22:30:00,283.83
C028,2025-01-11 23:00:00,64.38
C036,2025-01-11 23:30:00,458.81
C026,2025-01-12 00:00:00,361.72
C008,2025-01-12 00:30:00,203.72
C050,2025-01-12 01:00:00,83.52
C028,2025-01-12 01:30:00,441.59
C028,2025-01-12 02:00:00,412.77
C037,2025-01-12 02:30:00,362.25
C041,2025-01-12 03:00:00,139.42
C036,2025-01-12 03:30:00,204.21
C027,2025-01-12 04:00:00,55.86
C017,2025-01-12 04:30:00,98.57
C009,2025-01-12 05:00:00,392.59
C033,2025-01-12 05:30:00,358.94
C020,2025-01-12 06:00:00,298.78
C013,2025-01-12 06:30:00,448.38
C028,2025-01-12 07:00:00,293.72
C048,2025-01-12 07:30:00,236.15
C029,2025-01-12 08:00:00,173.48
C013,2025-01-12 08:30:00,470.52
C046,2025-01-12 09:00:00,45.94
C035,2025-01-12 09:30:00,465.79
C006,2025-01-12 10:00:00,414.22
C018,2025-01-12 10:30:00,69.32
C005,2025-01-12 11:00:00,284.67
C047,2025-01-12 11:30:00,433.94
C025,2025-01-12 12:00:00,288.05
C002,2025-01-12 12:30:00,454.06
C010,2025-01-12 13:00:00,471.78
C030,2025-01-12 13:30:00,214.08
C050,2025-01-12 14:00:00,191.77
C045,2025-01-12 14:30:00,468.48
C005,2025-01-12 15:00:00,339.19
C033,2025-01-12 15:30:00,62.43
C001,2025-01-12 16:00:00,25.93
C018,2025-01-12 16:30:00,284.49
C032,2025-01-12 17:00:00,465.43
C047,2025-01-12 17:30:00,422.9
C049,2025-01-12 18:00:00,339.54
C011,2025-01-12 18:30:00,73.86
C021,2025-01-12 19:00:00,130.84
C026,2025-01-12 19:30:00,438.38
C025,2025-01-12 20:00:00,95.49
C022,2025-01-12 20:30:00,142.83
C027,2025-01-12 21:00:00,69.15
C049,2025-01-12 21:30:00,339.67
C013,2025-01-12 22:00:00,472.27
C033,2025-01-12 22:30:00,138.14
C034,2025-01-12 23:00:00,240.33
C041,2025-01-12 23:30:00,319.0
C035,2025-01-13 00:00:00,499.74
C001,2025-01-13 00:30:00,56.88
C021,2025-01-13 01:00:00,251.79
C048,2025-01-13 01:30:00,195.63
C006,2025-01-13 02:00:00,433.58
C028,2025-01-13 02:30:00,240.6
C017,2025-01-13 03:00:00,59.93
C005,2025-01-13 03:30:00,319.04
C031,2025-01-13 04:00:00,386.54
C005,2025-01-13 04:30:00,6.43
C038,2025-01-13 05:00:00,430.18
C003,2025-01-13 05:30:00,97.08
C023,2025-01-13 06:00:00,278.27
C037,2025-01-13 06:30:00,210.82
C037,2025-01-13 07:00:00,361.23
C010,2025-01-13 07:30:00,188.72
C010,2025-01-13 08:00:00,435.53
C019,2025-01-13 08:30:00,366.6
C017,2025-01-13 09:00:00,325.62
C021,2025-01-13 09:30:00,399.14
C014,2025-01-13 10:00:00,378.24
C009,2025-01-13 10:30:00,22.79
C046,2025-01-13 11:00:00,200.39
C001,2025-01-13 11:30:00,465.75
C045,2025-01-13 12:00:00,67.23
C013,2025-01-13 12:30:00,369.86
C004,2025-01-13 13:00:00,487.42
C001,2025-01-13 13:30:00,30.84
C049,2025-01-13 14:00:00,342.69
C040,2025-01-13 14:30:00,236.74
C032,2025-01-13 15:00:00,291.69
C034,2025-01-13 15:30:00,47.24
C028,2025-01-13 16:00:00,26.29
C031,2025-01-13 16:30:00,335.1
C008,2025-01-13 17:00:00,412.54
C039,2025-01-13 17:30:00,392.1
C026,2025-01-13 18:00:00,274.18
C034,2025-01-13 18:30:00,54.43
C003,2025-01-13 19:00:00,345.58
C050,2025-01-13 19:30:00,124.73
C012,2025-01-13 20:00:00,455.98
C001,2025-01-13 20:30:00,419.94
C044,2025-01-13 21:00:00,356.14
C005,2025-01-13 21:30:00,474.68
C030,2025-01-13 22:00:00,20.55
C030,2025-01-13 22:30:00,369.42
C017,2025-01-13 23:00:00,168.47
C048,2025-01-13 23:30:00,453.5
C047,2025-01-14 00:00:00,137.0
C023,2025-01-14 00:30:00,363.8
C015,2025-01-14 01:00:00,439.44
C037,2025-01-14 01:30:00,25.62
C021,2025-01-14 02:00:00,201.84
C014,2025-01-14 02:30:00,382.34
C002,2025-01-14 03:00:00,230.18
C011,2025-01-14 03:30:00,137.29
C039,2025-01-14 04:00:00,113.8
C038,2025-01-14 04:30:00,70.1
C034,2025-01-14 05:00:00,429.28
C038,2025-01-14 05:30:00,289.8
C050,2025-01-14 06:00:00,42.81
C034,2025-01-14 06:30:00,194.38
C018,2025-01-14 07:00:00,187.03
C030,2025-01-14 07:30:00,94.96
C015,2025-01-14 08:00:00,220.58
C027,2025-01-14 08:30:00,169.39
C034,2025-01-14 09:00:00,174.19
C038,2025-01-14 09:30:00,370.82
C033,2025-01-14 10:00:00,115.52
C024,2025-01-14 10:30:00,322.72
C015,2025-01-14 11:00:00,287.47
C030,2025-01-14 11:30:00,286.21
C042,2025-01-14 12:00:00,333.19
C017,2025-01-14 12:30:00,276.45
C005,2025-01-14 13:00:00,440.23
C029,2025-01-14 13:30:00,339.41
C004,2025-01-14 14:00:00,275.75
C010,2025-01-14 14:30:00,415.73
C017,2025-01-14 15:00:00,305.04
C010,2025-01-14 15:30:00,149.12
C017,2025-01-14 16:00:00,107.51
C020,2025-01-14 16:30:00,80.4
C024,2025-01-14 17:00:00,450.23
C005,2025-01-14 17:30:00,356.52
C034,2025-01-14 18:00:00,469.0
C006,2025-01-14 18:30:00,303.63
C002,2025-01-14 19:00:00,239.33
C013,2025-01-14 19:30:00,34.56
C043,2025-01-14 20:00:00,337.46
C043,2025-01-14 20:30:00,293.19
C048,2025-01-14 21:00:00,495.15
C011,2025-01-14 21:30:00,123.38
C047,2025-01-14 22:00:00,267.71
C023,2025-01-14 22:30:00,327.22
C016,2025-01-14 23:00:00,324.07
C031,2025-01-14 23:30:00,282.84
C011,2025-01-15 00:00:00,389.58
C016,2025-01-15 00:30:00,106.47
C008,2025-01-15 01:00:00,364.19
C004,2025-01-15 01:30:00,311.77
C040,2025-01-15 02:00:00,448.56
C004,2025-01-15 02:30:00,424.36
C025,2025-01-15 03:00:00,161.0
C003,2025-01-15 03:30:00,141.74
C032,2025-01-15 04:00:00,490.92
C003,2025-01-15 04:30:00,266.0
C027,2025-01-15 05:00:00,453.68
C029,2025-01-15 05:30:00,86.12
C032,2025-01-15 06:00:00,323.2
C050,2025-01-15 06:30:00,405.88
C019,2025-01-15 07:00:00,473.96
C021,2025-01-15 07:30:00,171.98
C005,2025-01-15 08:00:00,363.87
C018,2025-01-15 08:30:00,271.71
C028,2025-01-15 09:00:00,35.01
C042,2025-01-15 09:30:00,346.55
C022,2025-01-15 10:00:00,346.6
C021,2025-01-15 10:30:00,465.65
C006,2025-01-15 11:00:00,251.17
C001,2025-01-15 11:30:00,118.97
C005,2025-01-15 12:00:00,27.06
C041,2025-01-15 12:30:00,210.74
